date,status,state,value,value_cumsum,F5.value_cumsum
2020-03-19,Deceased,AS,0,0,0
2020-03-19,Deceased,BR,0,0,1
2020-03-19,Deceased,CH,0,0,0
2020-03-19,Deceased,CT,0,0,0
2020-03-19,Deceased,DN,0,0,0
2020-03-19,Deceased,DD,0,0,0
2020-03-19,Deceased,DL,0,1,1
2020-03-19,Deceased,GA,0,0,0
2020-03-19,Deceased,GJ,0,0,1
2020-03-19,Deceased,HR,0,0,0
2020-03-19,Deceased,HP,0,0,1
2020-03-19,Deceased,JK,0,0,0
2020-03-19,Deceased,JH,0,0,0
2020-03-19,Deceased,KA,0,1,1
2020-03-19,Deceased,KL,0,0,0
2020-03-19,Deceased,LA,0,0,0
2020-03-19,Deceased,LD,0,0,0
2020-03-19,Deceased,MP,0,0,0
2020-03-19,Deceased,MH,0,1,2
2020-03-19,Deceased,MN,0,0,0
2020-03-19,Deceased,ML,0,0,0
2020-03-19,Deceased,MZ,0,0,0
2020-03-19,Deceased,NL,0,0,0
2020-03-19,Deceased,OR,0,0,0
2020-03-19,Deceased,PY,0,0,0
2020-03-19,Deceased,PB,1,1,1
2020-03-19,Deceased,RJ,0,0,0
2020-03-19,Deceased,SK,0,0,0
2020-03-19,Deceased,TN,0,0,1
2020-03-19,Deceased,TG,0,0,0
2020-03-19,Deceased,TR,0,0,0
2020-03-19,Deceased,UP,0,0,0
2020-03-19,Deceased,UT,0,0,0
2020-03-19,Deceased,WB,0,0,1
2020-03-20,Confirmed,TT,58,256,657
2020-03-20,Confirmed,AN,0,0,0
2020-03-20,Confirmed,AP,0,3,10
2020-03-20,Confirmed,AR,0,0,0
2020-03-20,Confirmed,AS,0,0,0
2020-03-20,Confirmed,BR,0,0,4
2020-03-20,Confirmed,CH,4,5,7
2020-03-20,Confirmed,CT,0,1,3
2020-03-20,Confirmed,DN,0,0,0
2020-03-20,Confirmed,DD,0,0,0
2020-03-20,Confirmed,DL,6,20,35
2020-03-20,Confirmed,GA,0,0,3
2020-03-20,Confirmed,GJ,5,7,38
2020-03-20,Confirmed,HR,2,19,31
2020-03-20,Confirmed,HP,2,2,3
2020-03-20,Confirmed,JK,0,4,11
2020-03-20,Confirmed,JH,0,0,0
2020-03-20,Confirmed,KA,0,15,51
2020-03-20,Confirmed,KL,12,40,118
2020-03-20,Confirmed,LA,2,10,13
2020-03-20,Confirmed,LD,0,0,0
2020-03-20,Confirmed,MP,4,4,15
2020-03-20,Confirmed,MH,4,52,122
2020-03-20,Confirmed,MN,0,0,1
2020-03-20,Confirmed,ML,0,0,0
2020-03-20,Confirmed,MZ,0,0,1
2020-03-20,Confirmed,NL,0,0,0
2020-03-20,Confirmed,OR,0,2,2
2020-03-20,Confirmed,PY,0,1,1
2020-03-20,Confirmed,PB,1,3,31
2020-03-20,Confirmed,RJ,8,17,38
2020-03-20,Confirmed,SK,0,0,0
2020-03-20,Confirmed,TN,0,3,26
2020-03-20,Confirmed,TG,3,19,41
2020-03-20,Confirmed,TR,0,0,0
2020-03-20,Confirmed,UP,4,24,38
2020-03-20,Confirmed,UT,0,3,5
2020-03-20,Confirmed,WB,1,2,9
2020-03-20,Recovered,TT,3,23,43
2020-03-20,Recovered,AN,0,0,0
2020-03-20,Recovered,AP,0,0,1
2020-03-20,Recovered,AR,0,0,0
2020-03-20,Recovered,AS,0,0,0
2020-03-20,Recovered,BR,0,0,0
2020-03-20,Recovered,CH,0,0,0
2020-03-20,Recovered,CT,0,0,0
2020-03-20,Recovered,DN,0,0,0
2020-03-20,Recovered,DD,0,0,0
2020-03-20,Recovered,DL,2,5,6
2020-03-20,Recovered,GA,0,0,0
2020-03-20,Recovered,GJ,0,0,0
2020-03-20,Recovered,HR,0,0,11
2020-03-20,Recovered,HP,0,0,0
2020-03-20,Recovered,JK,0,0,1
2020-03-20,Recovered,JH,0,0,0
2020-03-20,Recovered,KA,1,1,3
2020-03-20,Recovered,KL,0,3,4
2020-03-20,Recovered,LA,0,0,0
2020-03-20,Recovered,LD,0,0,0
2020-03-20,Recovered,MP,0,0,0
2020-03-20,Recovered,MH,0,0,1
2020-03-20,Recovered,MN,0,0,0
2020-03-20,Recovered,ML,0,0,0
2020-03-20,Recovered,MZ,0,0,0
2020-03-20,Recovered,NL,0,0,0
2020-03-20,Recovered,OR,0,0,0
2020-03-20,Recovered,PY,0,0,0
2020-03-20,Recovered,PB,0,0,0
2020-03-20,Recovered,RJ,0,3,3
2020-03-20,Recovered,SK,0,0,0
2020-03-20,Recovered,TN,0,1,1
2020-03-20,Recovered,TG,0,1,1
2020-03-20,Recovered,TR,0,0,0
2020-03-20,Recovered,UP,0,9,11
2020-03-20,Recovered,UT,0,0,0
2020-03-20,Recovered,WB,0,0,0
2020-03-20,Deceased,TT,0,4,11
2020-03-20,Deceased,AN,0,0,0
2020-03-20,Deceased,AP,0,0,0
2020-03-20,Deceased,AR,0,0,0
2020-03-20,Deceased,AS,0,0,0
2020-03-20,Deceased,BR,0,0,1
2020-03-20,Deceased,CH,0,0,0
2020-03-20,Deceased,CT,0,0,0
2020-03-20,Deceased,DN,0,0,0
2020-03-20,Deceased,DD,0,0,0
2020-03-20,Deceased,DL,0,1,1
2020-03-20,Deceased,GA,0,0,0
2020-03-20,Deceased,GJ,0,0,1
2020-03-20,Deceased,HR,0,0,0
2020-03-20,Deceased,HP,0,0,1
2020-03-20,Deceased,JK,0,0,0
2020-03-20,Deceased,JH,0,0,0
2020-03-20,Deceased,KA,0,1,1
2020-03-20,Deceased,KL,0,0,0
2020-03-20,Deceased,LA,0,0,0
2020-03-20,Deceased,LD,0,0,0
2020-03-20,Deceased,MP,0,0,1
2020-03-20,Deceased,MH,0,1,2
2020-03-20,Deceased,MN,0,0,0
2020-03-20,Deceased,ML,0,0,0
2020-03-20,Deceased,MZ,0,0,0
2020-03-20,Deceased,NL,0,0,0
2020-03-20,Deceased,OR,0,0,0
2020-03-20,Deceased,PY,0,0,0
2020-03-20,Deceased,PB,0,1,1
2020-03-20,Deceased,RJ,0,0,0
2020-03-20,Deceased,SK,0,0,0
2020-03-20,Deceased,TN,0,0,1
2020-03-20,Deceased,TG,0,0,0
2020-03-20,Deceased,TR,0,0,0
2020-03-20,Deceased,UP,0,0,0
2020-03-20,Deceased,UT,0,0,0
2020-03-20,Deceased,WB,0,0,1
2020-03-21,Confirmed,TT,78,334,722
2020-03-21,Confirmed,AN,0,0,1
2020-03-21,Confirmed,AP,2,5,11
2020-03-21,Confirmed,AR,0,0,0
2020-03-21,Confirmed,AS,0,0,0
2020-03-21,Confirmed,BR,0,0,7
2020-03-21,Confirmed,CH,0,5,7
2020-03-21,Confirmed,CT,0,1,6
2020-03-21,Confirmed,DN,0,0,0
2020-03-21,Confirmed,DD,0,0,0
2020-03-21,Confirmed,DL,7,27,36
2020-03-21,Confirmed,GA,0,0,3
2020-03-21,Confirmed,GJ,7,14,43
2020-03-21,Confirmed,HR,2,21,32
2020-03-21,Confirmed,HP,0,2,3
2020-03-21,Confirmed,JK,0,4,14
2020-03-21,Confirmed,JH,0,0,0
2020-03-21,Confirmed,KA,5,20,55
2020-03-21,Confirmed,KL,12,52,137
2020-03-21,Confirmed,LA,3,13,13
2020-03-21,Confirmed,LD,0,0,0
2020-03-21,Confirmed,MP,0,4,20
2020-03-21,Confirmed,MH,12,64,125
2020-03-21,Confirmed,MN,0,0,1
2020-03-21,Confirmed,ML,0,0,0
2020-03-21,Confirmed,MZ,0,0,1
2020-03-21,Confirmed,NL,0,0,0
2020-03-21,Confirmed,OR,0,2,3
2020-03-21,Confirmed,PY,0,1,1
2020-03-21,Confirmed,PB,10,13,33
2020-03-21,Confirmed,RJ,7,24,40
2020-03-21,Confirmed,SK,0,0,0
2020-03-21,Confirmed,TN,3,6,29
2020-03-21,Confirmed,TG,2,21,44
2020-03-21,Confirmed,TR,0,0,0
2020-03-21,Confirmed,UP,4,28,42
2020-03-21,Confirmed,UT,0,3,5
2020-03-21,Confirmed,WB,2,4,10
2020-03-21,Recovered,TT,0,23,50
2020-03-21,Recovered,AN,0,0,0
2020-03-21,Recovered,AP,0,0,1
2020-03-21,Recovered,AR,0,0,0
2020-03-21,Recovered,AS,0,0,0
2020-03-21,Recovered,BR,0,0,0
2020-03-21,Recovered,CH,0,0,0
2020-03-21,Recovered,CT,0,0,0
2020-03-21,Recovered,DN,0,0,0
2020-03-21,Recovered,DD,0,0,0
2020-03-21,Recovered,DL,0,5,6
2020-03-21,Recovered,GA,0,0,0
2020-03-21,Recovered,GJ,0,0,0
2020-03-21,Recovered,HR,0,0,11
2020-03-21,Recovered,HP,0,0,0
2020-03-21,Recovered,JK,0,0,1
2020-03-21,Recovered,JH,0,0,0
2020-03-21,Recovered,KA,0,1,3
2020-03-21,Recovered,KL,0,3,11
2020-03-21,Recovered,LA,0,0,0
2020-03-21,Recovered,LD,0,0,0
2020-03-21,Recovered,MP,0,0,0
2020-03-21,Recovered,MH,0,0,1
2020-03-21,Recovered,MN,0,0,0
2020-03-21,Recovered,ML,0,0,0
2020-03-21,Recovered,MZ,0,0,0
2020-03-21,Recovered,NL,0,0,0
2020-03-21,Recovered,OR,0,0,0
2020-03-21,Recovered,PY,0,0,0
2020-03-21,Recovered,PB,0,0,0
2020-03-21,Recovered,RJ,0,3,3
2020-03-21,Recovered,SK,0,0,0
2020-03-21,Recovered,TN,0,1,1
2020-03-21,Recovered,TG,0,1,1
2020-03-21,Recovered,TR,0,0,0
2020-03-21,Recovered,UP,0,9,11
2020-03-21,Recovered,UT,0,0,0
2020-03-21,Recovered,WB,0,0,0
2020-03-21,Deceased,TT,0,4,16
2020-03-21,Deceased,AN,0,0,0
2020-03-21,Deceased,AP,0,0,0
2020-03-21,Deceased,AR,0,0,0
2020-03-21,Deceased,AS,0,0,0
2020-03-21,Deceased,BR,0,0,1
2020-03-21,Deceased,CH,0,0,0
2020-03-21,Deceased,CT,0,0,0
2020-03-21,Deceased,DN,0,0,0
2020-03-21,Deceased,DD,0,0,0
2020-03-21,Deceased,DL,0,1,1
2020-03-21,Deceased,GA,0,0,0
2020-03-21,Deceased,GJ,0,0,3
2020-03-21,Deceased,HR,0,0,0
2020-03-21,Deceased,HP,0,0,1
2020-03-21,Deceased,JK,0,0,1
2020-03-21,Deceased,JH,0,0,0
2020-03-21,Deceased,KA,0,1,2
2020-03-21,Deceased,KL,0,0,0
2020-03-21,Deceased,LA,0,0,0
2020-03-21,Deceased,LD,0,0,0
2020-03-21,Deceased,MP,0,0,1
2020-03-21,Deceased,MH,0,1,3
2020-03-21,Deceased,MN,0,0,0
2020-03-21,Deceased,ML,0,0,0
2020-03-21,Deceased,MZ,0,0,0
2020-03-21,Deceased,NL,0,0,0
2020-03-21,Deceased,OR,0,0,0
2020-03-21,Deceased,PY,0,0,0
2020-03-21,Deceased,PB,0,1,1
2020-03-21,Deceased,RJ,0,0,0
2020-03-21,Deceased,SK,0,0,0
2020-03-21,Deceased,TN,0,0,1
2020-03-21,Deceased,TG,0,0,0
2020-03-21,Deceased,TR,0,0,0
2020-03-21,Deceased,UP,0,0,0
2020-03-21,Deceased,UT,0,0,0
2020-03-21,Deceased,WB,0,0,1
2020-03-22,Confirmed,TT,67,401,886
2020-03-22,Confirmed,AN,0,0,6
2020-03-22,Confirmed,AP,1,6,13
2020-03-22,Confirmed,AR,0,0,0
2020-03-22,Confirmed,AS,0,0,0
2020-03-22,Confirmed,BR,2,2,9
2020-03-22,Confirmed,CH,1,6,8
2020-03-22,Confirmed,CT,0,1,6
2020-03-22,Confirmed,DN,0,0,0
2020-03-22,Confirmed,DD,0,0,0
2020-03-22,Confirmed,DL,0,27,40
2020-03-22,Confirmed,GA,0,0,3
2020-03-22,Confirmed,GJ,4,18,47
2020-03-22,Confirmed,HR,0,21,33
2020-03-22,Confirmed,HP,0,2,3
2020-03-22,Confirmed,JK,0,4,20
2020-03-22,Confirmed,JH,0,0,0
2020-03-22,Confirmed,KA,6,26,64
2020-03-22,Confirmed,KL,15,67,176
2020-03-22,Confirmed,LA,0,13,13
2020-03-22,Confirmed,LD,0,0,0
2020-03-22,Confirmed,MP,2,6,29
2020-03-22,Confirmed,MH,10,74,156
2020-03-22,Confirmed,MN,0,0,1
2020-03-22,Confirmed,ML,0,0,0
2020-03-22,Confirmed,MZ,0,0,1
2020-03-22,Confirmed,NL,0,0,0
2020-03-22,Confirmed,OR,0,2,3
2020-03-22,Confirmed,PY,0,1,1
2020-03-22,Confirmed,PB,8,21,38
2020-03-22,Confirmed,RJ,4,28,50
2020-03-22,Confirmed,SK,0,0,0
2020-03-22,Confirmed,TN,3,9,38
2020-03-22,Confirmed,TG,6,27,59
2020-03-22,Confirmed,TR,0,0,0
2020-03-22,Confirmed,UP,2,30,49
2020-03-22,Confirmed,UT,0,3,5
2020-03-22,Confirmed,WB,3,7,15
2020-03-22,Recovered,TT,0,23,76
2020-03-22,Recovered,AN,0,0,0
2020-03-22,Recovered,AP,0,0,1
2020-03-22,Recovered,AR,0,0,0
2020-03-22,Recovered,AS,0,0,0
2020-03-22,Recovered,BR,0,0,0
2020-03-22,Recovered,CH,0,0,0
2020-03-22,Recovered,CT,0,0,0
2020-03-22,Recovered,DN,0,0,0
2020-03-22,Recovered,DD,0,0,0
2020-03-22,Recovered,DL,0,5,6
2020-03-22,Recovered,GA,0,0,0
2020-03-22,Recovered,GJ,0,0,0
2020-03-22,Recovered,HR,0,0,11
2020-03-22,Recovered,HP,0,0,1
2020-03-22,Recovered,JK,0,0,1
2020-03-22,Recovered,JH,0,0,0
2020-03-22,Recovered,KA,0,1,5
2020-03-22,Recovered,KL,0,3,11
2020-03-22,Recovered,LA,0,0,3
2020-03-22,Recovered,LD,0,0,0
2020-03-22,Recovered,MP,0,0,0
2020-03-22,Recovered,MH,0,0,19
2020-03-22,Recovered,MN,0,0,0
2020-03-22,Recovered,ML,0,0,0
2020-03-22,Recovered,MZ,0,0,0
2020-03-22,Recovered,NL,0,0,0
2020-03-22,Recovered,OR,0,0,0
2020-03-22,Recovered,PY,0,0,0
2020-03-22,Recovered,PB,0,0,1
2020-03-22,Recovered,RJ,0,3,3
2020-03-22,Recovered,SK,0,0,0
2020-03-22,Recovered,TN,0,1,2
2020-03-22,Recovered,TG,0,1,1
2020-03-22,Recovered,TR,0,0,0
2020-03-22,Recovered,UP,0,9,11
2020-03-22,Recovered,UT,0,0,0
2020-03-22,Recovered,WB,0,0,0
2020-03-22,Deceased,TT,3,7,19
2020-03-22,Deceased,AN,0,0,0
2020-03-22,Deceased,AP,0,0,0
2020-03-22,Deceased,AR,0,0,0
2020-03-22,Deceased,AS,0,0,0
2020-03-22,Deceased,BR,1,1,1
2020-03-22,Deceased,CH,0,0,0
2020-03-22,Deceased,CT,0,0,0
2020-03-22,Deceased,DN,0,0,0
2020-03-22,Deceased,DD,0,0,0
2020-03-22,Deceased,DL,0,1,1
2020-03-22,Deceased,GA,0,0,0
2020-03-22,Deceased,GJ,1,1,3
2020-03-22,Deceased,HR,0,0,0
2020-03-22,Deceased,HP,0,0,1
2020-03-22,Deceased,JK,0,0,1
2020-03-22,Deceased,JH,0,0,0
2020-03-22,Deceased,KA,0,1,3
2020-03-22,Deceased,KL,0,0,0
2020-03-22,Deceased,LA,0,0,0
2020-03-22,Deceased,LD,0,0,0
2020-03-22,Deceased,MP,0,0,2
2020-03-22,Deceased,MH,1,2,4
2020-03-22,Deceased,MN,0,0,0
2020-03-22,Deceased,ML,0,0,0
2020-03-22,Deceased,MZ,0,0,0
2020-03-22,Deceased,NL,0,0,0
2020-03-22,Deceased,OR,0,0,0
2020-03-22,Deceased,PY,0,0,0
2020-03-22,Deceased,PB,0,1,1
2020-03-22,Deceased,RJ,0,0,0
2020-03-22,Deceased,SK,0,0,0
2020-03-22,Deceased,TN,0,0,1
2020-03-22,Deceased,TG,0,0,0
2020-03-22,Deceased,TR,0,0,0
2020-03-22,Deceased,UP,0,0,0
2020-03-22,Deceased,UT,0,0,0
2020-03-22,Deceased,WB,0,0,1
2020-03-23,Confirmed,TT,102,503,1029
2020-03-23,Confirmed,AN,0,0,9
2020-03-23,Confirmed,AP,1,7,19
2020-03-23,Confirmed,AR,0,0,0
2020-03-23,Confirmed,AS,0,0,0
2020-03-23,Confirmed,BR,1,3,11
2020-03-23,Confirmed,CH,1,7,8
2020-03-23,Confirmed,CT,0,1,7
2020-03-23,Confirmed,DN,0,0,0
2020-03-23,Confirmed,DD,0,0,0
2020-03-23,Confirmed,DL,3,30,49
2020-03-23,Confirmed,GA,0,0,3
2020-03-23,Confirmed,GJ,12,30,55
2020-03-23,Confirmed,HR,7,28,35
2020-03-23,Confirmed,HP,1,3,3
2020-03-23,Confirmed,JK,0,4,33
2020-03-23,Confirmed,JH,0,0,0
2020-03-23,Confirmed,KA,7,33,81
2020-03-23,Confirmed,KL,28,95,182
2020-03-23,Confirmed,LA,0,13,13
2020-03-23,Confirmed,LD,0,0,0
2020-03-23,Confirmed,MP,0,6,39
2020-03-23,Confirmed,MH,23,97,186
2020-03-23,Confirmed,MN,0,0,1
2020-03-23,Confirmed,ML,0,0,0
2020-03-23,Confirmed,MZ,0,0,1
2020-03-23,Confirmed,NL,0,0,0
2020-03-23,Confirmed,OR,0,2,3
2020-03-23,Confirmed,PY,0,1,1
2020-03-23,Confirmed,PB,2,23,38
2020-03-23,Confirmed,RJ,4,32,54
2020-03-23,Confirmed,SK,0,0,0
2020-03-23,Confirmed,TN,3,12,42
2020-03-23,Confirmed,TG,6,33,67
2020-03-23,Confirmed,TR,0,0,0
2020-03-23,Confirmed,UP,2,32,65
2020-03-23,Confirmed,UT,1,4,6
2020-03-23,Confirmed,WB,0,7,18
2020-03-23,Recovered,TT,12,35,85
2020-03-23,Recovered,AN,0,0,0
2020-03-23,Recovered,AP,0,0,1
2020-03-23,Recovered,AR,0,0,0
2020-03-23,Recovered,AS,0,0,0
2020-03-23,Recovered,BR,0,0,0
2020-03-23,Recovered,CH,0,0,0
2020-03-23,Recovered,CT,0,0,0
2020-03-23,Recovered,DN,0,0,0
2020-03-23,Recovered,DD,0,0,0
2020-03-23,Recovered,DL,0,5,6
2020-03-23,Recovered,GA,0,0,0
2020-03-23,Recovered,GJ,0,0,0
2020-03-23,Recovered,HR,11,11,11
2020-03-23,Recovered,HP,0,0,2
2020-03-23,Recovered,JK,0,0,1
2020-03-23,Recovered,JH,0,0,0
2020-03-23,Recovered,KA,1,2,5
2020-03-23,Recovered,KL,0,3,12
2020-03-23,Recovered,LA,0,0,3
2020-03-23,Recovered,LD,0,0,0
2020-03-23,Recovered,MP,0,0,0
2020-03-23,Recovered,MH,0,0,25
2020-03-23,Recovered,MN,0,0,0
2020-03-23,Recovered,ML,0,0,0
2020-03-23,Recovered,MZ,0,0,0
2020-03-23,Recovered,NL,0,0,0
2020-03-23,Recovered,OR,0,0,0
2020-03-23,Recovered,PY,0,0,0
2020-03-23,Recovered,PB,0,0,1
2020-03-23,Recovered,RJ,0,3,3
2020-03-23,Recovered,SK,0,0,0
2020-03-23,Recovered,TN,0,1,2
2020-03-23,Recovered,TG,0,1,1
2020-03-23,Recovered,TR,0,0,0
2020-03-23,Recovered,UP,0,9,11
2020-03-23,Recovered,UT,0,0,1
2020-03-23,Recovered,WB,0,0,0
2020-03-23,Deceased,TT,2,9,24
2020-03-23,Deceased,AN,0,0,0
2020-03-23,Deceased,AP,0,0,0
2020-03-23,Deceased,AR,0,0,0
2020-03-23,Deceased,AS,0,0,0
2020-03-23,Deceased,BR,0,1,1
2020-03-23,Deceased,CH,0,0,0
2020-03-23,Deceased,CT,0,0,0
2020-03-23,Deceased,DN,0,0,0
2020-03-23,Deceased,DD,0,0,0
2020-03-23,Deceased,DL,0,1,1
2020-03-23,Deceased,GA,0,0,0
2020-03-23,Deceased,GJ,0,1,4
2020-03-23,Deceased,HR,0,0,0
2020-03-23,Deceased,HP,1,1,1
2020-03-23,Deceased,JK,0,0,1
2020-03-23,Deceased,JH,0,0,0
2020-03-23,Deceased,KA,0,1,3
2020-03-23,Deceased,KL,0,0,1
2020-03-23,Deceased,LA,0,0,0
2020-03-23,Deceased,LD,0,0,0
2020-03-23,Deceased,MP,0,0,2
2020-03-23,Deceased,MH,0,2,6
2020-03-23,Deceased,MN,0,0,0
2020-03-23,Deceased,ML,0,0,0
2020-03-23,Deceased,MZ,0,0,0
2020-03-23,Deceased,NL,0,0,0
2020-03-23,Deceased,OR,0,0,0
2020-03-23,Deceased,PY,0,0,0
2020-03-23,Deceased,PB,0,1,1
2020-03-23,Deceased,RJ,0,0,0
2020-03-23,Deceased,SK,0,0,0
2020-03-23,Deceased,TN,0,0,1
2020-03-23,Deceased,TG,0,0,1
2020-03-23,Deceased,TR,0,0,0
2020-03-23,Deceased,UP,0,0,0
2020-03-23,Deceased,UT,0,0,0
2020-03-23,Deceased,WB,1,1,1
2020-03-24,Confirmed,TT,64,567,1139
2020-03-24,Confirmed,AN,0,0,9
2020-03-24,Confirmed,AP,1,8,21
2020-03-24,Confirmed,AR,0,0,0
2020-03-24,Confirmed,AS,0,0,0
2020-03-24,Confirmed,BR,0,3,15
2020-03-24,Confirmed,CH,0,7,8
2020-03-24,Confirmed,CT,0,1,7
2020-03-24,Confirmed,DN,0,0,0
2020-03-24,Confirmed,DD,0,0,0
2020-03-24,Confirmed,DL,0,30,72
2020-03-24,Confirmed,GA,0,0,5
2020-03-24,Confirmed,GJ,4,34,63
2020-03-24,Confirmed,HR,2,30,35
2020-03-24,Confirmed,HP,0,3,3
2020-03-24,Confirmed,JK,2,6,38
2020-03-24,Confirmed,JH,0,0,0
2020-03-24,Confirmed,KA,8,41,83
2020-03-24,Confirmed,KL,14,109,202
2020-03-24,Confirmed,LA,0,13,13
2020-03-24,Confirmed,LD,0,0,0
2020-03-24,Confirmed,MP,1,7,39
2020-03-24,Confirmed,MH,10,107,203
2020-03-24,Confirmed,MN,1,1,1
2020-03-24,Confirmed,ML,0,0,0
2020-03-24,Confirmed,MZ,0,0,1
2020-03-24,Confirmed,NL,0,0,0
2020-03-24,Confirmed,OR,0,2,3
2020-03-24,Confirmed,PY,0,1,1
2020-03-24,Confirmed,PB,6,29,38
2020-03-24,Confirmed,RJ,0,32,59
2020-03-24,Confirmed,SK,0,0,0
2020-03-24,Confirmed,TN,6,18,50
2020-03-24,Confirmed,TG,4,37,70
2020-03-24,Confirmed,TR,0,0,0
2020-03-24,Confirmed,UP,3,35,72
2020-03-24,Confirmed,UT,0,4,7
2020-03-24,Confirmed,WB,2,9,21
2020-03-24,Recovered,TT,5,40,90
2020-03-24,Recovered,AN,0,0,0
2020-03-24,Recovered,AP,0,0,1
2020-03-24,Recovered,AR,0,0,0
2020-03-24,Recovered,AS,0,0,0
2020-03-24,Recovered,BR,0,0,0
2020-03-24,Recovered,CH,0,0,0
2020-03-24,Recovered,CT,0,0,0
2020-03-24,Recovered,DN,0,0,0
2020-03-24,Recovered,DD,0,0,0
2020-03-24,Recovered,DL,1,6,6
2020-03-24,Recovered,GA,0,0,0
2020-03-24,Recovered,GJ,0,0,1
2020-03-24,Recovered,HR,0,11,11
2020-03-24,Recovered,HP,0,0,2
2020-03-24,Recovered,JK,0,0,1
2020-03-24,Recovered,JH,0,0,0
2020-03-24,Recovered,KA,1,3,5
2020-03-24,Recovered,KL,1,4,16
2020-03-24,Recovered,LA,0,0,3
2020-03-24,Recovered,LD,0,0,0
2020-03-24,Recovered,MP,0,0,0
2020-03-24,Recovered,MH,0,0,25
2020-03-24,Recovered,MN,0,0,0
2020-03-24,Recovered,ML,0,0,0
2020-03-24,Recovered,MZ,0,0,0
2020-03-24,Recovered,NL,0,0,0
2020-03-24,Recovered,OR,0,0,0
2020-03-24,Recovered,PY,0,0,0
2020-03-24,Recovered,PB,0,0,1
2020-03-24,Recovered,RJ,0,3,3
2020-03-24,Recovered,SK,0,0,0
2020-03-24,Recovered,TN,0,1,2
2020-03-24,Recovered,TG,0,1,1
2020-03-24,Recovered,TR,0,0,0
2020-03-24,Recovered,UP,2,11,11
2020-03-24,Recovered,UT,0,0,1
2020-03-24,Recovered,WB,0,0,0
2020-03-24,Deceased,TT,1,10,27
2020-03-24,Deceased,AN,0,0,0
2020-03-24,Deceased,AP,0,0,0
2020-03-24,Deceased,AR,0,0,0
2020-03-24,Deceased,AS,0,0,0
2020-03-24,Deceased,BR,0,1,1
2020-03-24,Deceased,CH,0,0,0
2020-03-24,Deceased,CT,0,0,0
2020-03-24,Deceased,DN,0,0,0
2020-03-24,Deceased,DD,0,0,0
2020-03-24,Deceased,DL,0,1,2
2020-03-24,Deceased,GA,0,0,0
2020-03-24,Deceased,GJ,0,1,5
2020-03-24,Deceased,HR,0,0,0
2020-03-24,Deceased,HP,0,1,1
2020-03-24,Deceased,JK,0,0,1
2020-03-24,Deceased,JH,0,0,0
2020-03-24,Deceased,KA,0,1,3
2020-03-24,Deceased,KL,0,0,1
2020-03-24,Deceased,LA,0,0,0
2020-03-24,Deceased,LD,0,0,0
2020-03-24,Deceased,MP,0,0,2
2020-03-24,Deceased,MH,0,2,7
2020-03-24,Deceased,MN,0,0,0
2020-03-24,Deceased,ML,0,0,0
2020-03-24,Deceased,MZ,0,0,0
2020-03-24,Deceased,NL,0,0,0
2020-03-24,Deceased,OR,0,0,0
2020-03-24,Deceased,PY,0,0,0
2020-03-24,Deceased,PB,0,1,1
2020-03-24,Deceased,RJ,0,0,0
2020-03-24,Deceased,SK,0,0,0
2020-03-24,Deceased,TN,1,1,1
2020-03-24,Deceased,TG,0,0,1
2020-03-24,Deceased,TR,0,0,0
2020-03-24,Deceased,UP,0,0,0
2020-03-24,Deceased,UT,0,0,0
2020-03-24,Deceased,WB,0,1,1
2020-03-25,Confirmed,TT,90,657,1326
2020-03-25,Confirmed,AN,0,0,10
2020-03-25,Confirmed,AP,2,10,23
2020-03-25,Confirmed,AR,0,0,0
2020-03-25,Confirmed,AS,0,0,0
2020-03-25,Confirmed,BR,1,4,15
2020-03-25,Confirmed,CH,0,7,13
2020-03-25,Confirmed,CT,2,3,8
2020-03-25,Confirmed,DN,0,0,0
2020-03-25,Confirmed,DD,0,0,0
2020-03-25,Confirmed,DL,5,35,97
2020-03-25,Confirmed,GA,3,3,5
2020-03-25,Confirmed,GJ,4,38,70
2020-03-25,Confirmed,HR,1,31,36
2020-03-25,Confirmed,HP,0,3,3
2020-03-25,Confirmed,JK,5,11,49
2020-03-25,Confirmed,JH,0,0,0
2020-03-25,Confirmed,KA,10,51,88
2020-03-25,Confirmed,KL,9,118,234
2020-03-25,Confirmed,LA,0,13,13
2020-03-25,Confirmed,LD,0,0,0
2020-03-25,Confirmed,MP,8,15,47
2020-03-25,Confirmed,MH,15,122,220
2020-03-25,Confirmed,MN,0,1,1
2020-03-25,Confirmed,ML,0,0,0
2020-03-25,Confirmed,MZ,1,1,1
2020-03-25,Confirmed,NL,0,0,0
2020-03-25,Confirmed,OR,0,2,3
2020-03-25,Confirmed,PY,0,1,1
2020-03-25,Confirmed,PB,2,31,41
2020-03-25,Confirmed,RJ,6,38,79
2020-03-25,Confirmed,SK,0,0,0
2020-03-25,Confirmed,TN,8,26,67
2020-03-25,Confirmed,TG,4,41,77
2020-03-25,Confirmed,TR,0,0,0
2020-03-25,Confirmed,UP,3,38,96
2020-03-25,Confirmed,UT,1,5,7
2020-03-25,Confirmed,WB,0,9,22
2020-03-25,Recovered,TT,3,43,139
2020-03-25,Recovered,AN,0,0,0
2020-03-25,Recovered,AP,1,1,1
2020-03-25,Recovered,AR,0,0,0
2020-03-25,Recovered,AS,0,0,0
2020-03-25,Recovered,BR,0,0,0
2020-03-25,Recovered,CH,0,0,0
2020-03-25,Recovered,CT,0,0,0
2020-03-25,Recovered,DN,0,0,0
2020-03-25,Recovered,DD,0,0,0
